Tweet_count,Username,text,date,Retweets,Likes,clean_text,predicted_sentiment,btc_price
918,Santiago R Santos,And fwiw it was a big contributor in my process of re-underwriting my Solana thesis last year…,2024-09-09,0,12,fwiw big contributor process reunderwriting solana thesis year,0,57019.53515625
919,Chris Burniske,"@kingtrippy5116 And a year from now you’ll say, “sol was $129 sir”",2024-09-09,0,9,kingtrippy5116 year youll say sol 129 sir,1,57019.53515625
920,toly 🇺🇸,@sgoldfed @BanklessHQ Nothing about ethereum alignment would change in solana.  No core protocol changes would be needed and there isn’t anything that solana devs could do to stop someone with a solana full node from building this bridge.,2024-09-09,1,10,sgoldfed banklesshq ethereum alignment change solana core protocol changes needed isnt solana devs stop solana node building bridge,0,57019.53515625
921,toly 🇺🇸,@sgoldfed @BanklessHQ I am a technology optimist as well.  Eventually eth L1 will trivially have capacity for solana data and a zkp or fraud proof can be used to guarantee the state root and if the solana quorum ever censors an ethereum user the quorum that runs the STF for the state root that holds,2024-09-09,1,16,sgoldfed banklesshq technology optimist eventually eth l1 trivially capacity solana data zkp fraud proof used guarantee state root solana quorum censors ethereum user quorum runs stf state root holds,-1,57019.53515625
922,toly 🇺🇸,"@sgoldfed @BanklessHQ wETH in an L2 has the same honest majority risk ask wormhole eth or binance multisig eth.  Security of the system is measured by the worst case link, not the average case.",2024-09-09,0,5,sgoldfed banklesshq weth l2 honest majority risk ask wormhole eth binance multisig eth security measured worst case link average case,-1,57019.53515625
923,toly 🇺🇸,@sgoldfed @BanklessHQ How is wETH on arbitrum growing ethereum more than wETH on solana or binance?,2024-09-09,0,7,sgoldfed banklesshq weth arbitrum growing ethereum weth solana binance,0,57019.53515625
924,toly 🇺🇸,@sgoldfed @BanklessHQ What other ethereum supporters have created as much new technology options for ethereum users as the solana ecosystem?,2024-09-09,0,2,sgoldfed banklesshq ethereum supporters created new technology options ethereum users solana ecosystem,0,57019.53515625
925,toly 🇺🇸,@sgoldfed @BanklessHQ Phantom and backpack natively support ethereum. Fat chance of fox wallet ever adding native solana support.,2024-09-09,0,7,sgoldfed banklesshq phantom backpack natively support ethereum fat chance fox wallet adding native solana support,1,57019.53515625
926,toly 🇺🇸,@sgoldfed @BanklessHQ Solana is trying to grow Ethereum. Wormhole wrapped Eth on solana is the cheapest fastest eth on the planet 🦾🦾🦾,2024-09-09,3,70,sgoldfed banklesshq solana trying grow ethereum wormhole wrapped eth solana cheapest fastest eth planet,0,57019.53515625
927,Chris Burniske,"Signs of strength in the long-tail while $BTC &amp; $ETH consolidate and sentiment would make you think Satoshi died. All the while, blockchains continue seeping into the social fabric, even if none of it is fast enough for the impatient. Future is bright, of this I’m not uncertain.",2024-09-08,80,1042,signs strength longtail btc amp eth consolidate sentiment make think satoshi died blockchains continue seeping social fabric fast impatient future bright im uncertain,0,54841.56640625
928,Chris Burniske,@nancmc111 @eking_eth Not yet,2024-09-07,0,1,nancmc111 ekingeth,0,54139.6875
929,Chris Burniske,@eking_eth Hanging in there,2024-09-07,0,3,ekingeth hanging,0,54139.6875
930,Kyle Samani,"the best thing about the ETH thesis is that it is not falsifiable 

how do you validate or invalidate the ""ETH is money"" thesis?",2024-09-06,2,75,best thing eth thesis falsifiable validate invalidate eth money thesis,0,53948.75390625
931,Kyle Samani,"@SolBeachBum Comparing across time is not possible

Solana could have never launched at a high price then because it was anathema to the rest of crypto",2024-09-06,0,4,solbeachbum comparing time possible solana launched high price anathema rest crypto,1,53948.75390625
932,raj 🖤,stablecoins soar on solana,2024-09-04,48,491,stablecoins soar solana,0,57971.5390625
933,toly 🇺🇸,"Arb/OP style superchain L2s that use solana L1 as the DA layer don’t make a ton of sense on solana because worst case median fees during the highest volatility event over the last year hit $0.005

There are very few business models that are blocked by this.  

What’s more is that",2024-09-04,6,58,arbop style superchain l2s use solana l1 da layer dont make ton sense solana worst case median fees highest volatility event year hit 0005 business models blocked whats,-1,57971.5390625
934,toly 🇺🇸,@pokerchessman It’s just funny that in 12 months a definition of ethereum stretched to the point to include the wormhole eigenlayer DA might pass a low tps moment for solana.,2024-09-04,0,2,pokerchessman just funny 12 months definition ethereum stretched point include wormhole eigenlayer da pass low tps moment solana,0,57971.5390625
935,Chris Burniske,Long $BTC. Long $ETH. Long $SOL.,2024-09-04,198,2549,long btc long eth long sol,0,57971.5390625
936,toly 🇺🇸,"@nope_sol @WazzCrypto If no one is shitposting about them, do they even exist?",2024-09-04,0,4,nopesol wazzcrypto shitposting exist,0,57971.5390625
937,toly 🇺🇸,"@eawosikaa @0xZeno__ @smyyguy So years from now, Ethereum might get to parity to solana, with the hope that it won’t require users to give up custody to a multisig.",2024-09-03,0,0,eawosikaa 0xzeno smyyguy years ethereum parity solana hope wont require users custody multisig,0,57431.0234375
938,Kyle Samani,@0xLewis_gg @kankanivishal @hosseeb i mean if they want to fork out ETH or SOL balances or whatever,2024-09-03,0,2,0xlewisgg kankanivishal hosseeb mean want fork eth sol balances,0,57431.0234375
939,toly 🇺🇸,"@justsayuluvjo @pythianism @Austin_Federa Pyth is a great example of this.  Pyth is awesome, creates a ton of value for solana dapps that far exceeds the value of the transaction fees that occur on the pyth side chain.  Same with the Code wallet. 

It would still be better if mainnet was good enough that it was a no",2024-09-03,9,45,justsayuluvjo pythianism austinfedera pyth great example pyth awesome creates ton value solana dapps far exceeds value transaction fees occur pyth chain code wallet better mainnet good,1,57431.0234375
940,toly 🇺🇸,@justsayuluvjo @pythianism @Austin_Federa I am all for forking SVM.  It’s the best VM for trustless compute.  But txs that get sequenced by non solana stake weighted validators are lost revenue for those validators.  So it’s competitive with mainnet. Which is fine. Competition is great.,2024-09-03,5,24,justsayuluvjo pythianism austinfedera forking svm best vm trustless compute txs sequenced non solana stake weighted validators lost revenue validators competitive mainnet fine competition great,0,57431.0234375
941,Kyle Samani,"2/ i was thinking about pavel's arrest

what if USG forks ethereum/solana codebase and mainnet

and just 0s out some accounts (eg known north korea accounts or something)",2024-09-03,0,8,2 thinking pavels arrest usg forks ethereumsolana codebase mainnet just 0s accounts known north korea accounts,-1,57431.0234375
942,toly 🇺🇸,"@EliBenSasson @KyleSamani @toghrulmaharram @mhonkasalo @cubexch @Backpack @Starknet @solana Compressed NFTs on @metaplex, @LightProtocol generalized zk compression",2024-09-03,0,2,elibensasson kylesamani toghrulmaharram mhonkasalo cubexch backpack starknet solana compressed nfts metaplex lightprotocol generalized zk compression,1,57431.0234375
943,toly 🇺🇸,@0xZeno__ @smyyguy Solana is an Ethereum network extension over the wormhole eigenlayer,2024-09-03,0,3,0xzeno smyyguy solana ethereum network extension wormhole eigenlayer,0,57431.0234375
944,Kyle Samani,"@crypto_y2k people will build L2s and network extensions on solana

1) i don't think general purpose EVM/SVM roll ups will be a thing at all on solana; which is obviously not true of ethereum

2) we'll see if any app-specific network extensions gain meaningful adoption

3) to the extent they",2024-09-03,0,2,cryptoy2k people build l2s network extensions solana 1 dont think general purpose evmsvm roll ups thing solana obviously true ethereum 2 appspecific network extensions gain meaningful adoption 3 extent,0,57431.0234375
945,toly 🇺🇸,@ayyyeandy @KyleSamani Solana’s compressed NFTs host over 500m NFTs across 5000 “L2s”.  Solana has more L2s than all the other chains combined. (By like a factor of 10?),2024-09-03,0,2,ayyyeandy kylesamani solanas compressed nfts host 500m nfts 5000 l2s solana l2s chains combined like factor 10,-1,57431.0234375
946,Kyle Samani,"@ayyyeandy @Terminaxyz we are not investors in termina

we've been long SOL since it was possible to be long SOL bc of focus on scaling L1. what gravity are we fighting?",2024-09-03,0,4,ayyyeandy terminaxyz investors termina weve long sol possible long sol bc focus scaling l1 gravity fighting,0,57431.0234375
947,toly 🇺🇸,@WazzCrypto Compressed NFTs are “L2s”. There is over 5000 of L2s managing over 500m NFTs already on solana. Solana is by far the largest L2 ecosystem already and has more L2s than all the other chains combined.,2024-09-03,0,30,wazzcrypto compressed nfts l2s 5000 l2s managing 500m nfts solana solana far largest l2 ecosystem l2s chains combined,-1,57431.0234375
948,toly 🇺🇸,"@KyleSamani @EliBenSasson @toghrulmaharram @mhonkasalo @cubexch @Backpack @Starknet @solana If two starks can compose atomically in 1 solana tx, then it’s just another program that’s using cryptography for optimizations.  No different than zk compression.",2024-09-03,0,3,kylesamani elibensasson toghrulmaharram mhonkasalo cubexch backpack starknet solana starks compose atomically 1 solana tx just program thats using cryptography optimizations different zk compression,0,57431.0234375
949,Kyle Samani,"@ayyyeandy that is def wrong

agave and firedancer codebases are very integrated

solana is permissionless so sure 3rd parties can do whatever they want

but so far there is 0 evidence that general purpose EVM/SVM roll ups matter on solana",2024-09-03,0,9,ayyyeandy def wrong agave firedancer codebases integrated solana permissionless sure 3rd parties want far 0 evidence general purpose evmsvm roll ups matter solana,0,57431.0234375
950,Kyle Samani,@laemD8 @aeyakovenko @toghrulmaharram @mhonkasalo @cubexch @Backpack @Neon_EVM i don't think EVM on solana mainnet solves any problems,2024-09-03,0,1,laemd8 aeyakovenko toghrulmaharram mhonkasalo cubexch backpack neonevm dont think evm solana mainnet solves problems,-1,57431.0234375
951,toly 🇺🇸,@jon_charb The token with the most monetary premium needs the highest level of economic security. L2 bridged eth TVL needs to increase.,2024-09-03,0,1,joncharb token monetary premium needs highest level economic security l2 bridged eth tvl needs increase,0,57431.0234375
952,toly 🇺🇸,"Credit to @smyyguy 

Network fees when the users need them most:

Max median fee, max avg fee, total fees (5hrs)
Ethereum: $157, $336, $7.6m
Solana: $0.0044, $0.1770, $232k",2024-09-03,15,178,credit smyyguy network fees users need max median fee max avg fee total fees 5hrs ethereum 157 336 76m solana 00044 01770 232k,0,57431.0234375
953,toly 🇺🇸,"@RyanSAdams &gt; There's no way the apps on Solana are going to let SOL holders rent seek their MEV - not a sustainable equilibrium.

MEV and priority fees are a fraction of App revenue, since Apps can trivially charge basis points on volume.  

If composability drives App revenue, giving up",2024-09-03,0,29,ryansadams gt theres way apps solana going let sol holders rent seek mev sustainable equilibrium mev priority fees fraction app revenue apps trivially charge basis points volume composability drives app revenue giving,0,57431.0234375
